Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Switzerland,1787.360348,1971.316323,2131.391652,2294.182847,2501.29319,2620.475547,2784.733548,2960.722586,3121.889031,3344.783603,,,,,,,,,,,19393.88055,17665.0139,17999.96926,17859.23237,16991.24588,17152.09485,24459.85363,30440.51082,32690.43027,31308.65083,39574.53981,39544.49468,40713.68815,39237.11866,43091.7771,50113.83212,48092.6433,41584.44178,42680.58673,41695.69129,38865.02194,39638.79111,42458.73847,49335.74563,54659.45715,56242.89336,59011.03246,64989.15533,74175.19279,71568.31239,76531.37294,90476.75897,85836.20768,87304.33058,88724.99094,83806.4476,82153.07454,82254.37693,85217.36915,84121.93103,85897.78433,93446.43445,93259.90572
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41229.01427,43247.686,44318.2211,42678.27703,45279.64194,49428.30976,57200.46646,58550.65717,63665.31535,75148.34944,,,,,,,,,58093.99606,57683.8939,62316.21995,61281.32722,57339.52687,67960.727,
Chile,504.8011378,580.8886467,663.5877697,645.9453735,675.8260439,679.1242457,781.8061009,756.7312343,757.7412897,865.7143067,931.1267372,1089.310862,1166.388586,1632.387356,1547.798245,716.3445515,956.8486225,1273.087701,1435.841297,1929.00724,2531.573261,2965.37426,1653.986331,1700.16236,1619.374376,1437.375712,1510.016985,1750.264117,2015.930284,2280.265385,2483.560862,2790.616551,3333.958672,3520.932955,4010.970995,5094.393483,5376.770578,5789.705046,5467.188188,4980.010802,5102.968761,4610.592695,4477.187853,4823.257421,6185.303785,7560.543671,9418.274924,10456.83238,10797.04737,10204.55885,12764.59312,14637.75617,15397.78046,15842.15916,14675.15087,13567.35722,13788.24002,15034.05843,15820.03336,14632.69031,13173.78479,16240.60778,15355.47974
China,89.52021424,75.80556079,70.90915243,74.31337177,85.49824259,98.4864177,104.3241848,96.58917883,91.4723839,100.1295372,113.1625778,118.654144,131.8855585,157.0891109,160.1476879,178.3396141,165.4042624,185.4205374,228.5193132,272.1469227,312.0203772,291.3582375,281.4993337,297.8070225,302.5858247,294.7897349,281.6994952,301.7332495,370.2192845,407.8926582,347.5783659,359.2132687,423.3044301,525.3656924,473.4899164,609.6043379,709.4158882,781.7425612,828.594691,873.297611,959.3604313,1053.112314,1148.514257,1288.637491,1508.667916,1753.414192,2099.21943,2693.958732,3468.327063,3832.227457,4550.473944,5614.386022,6300.58218,7020.386074,7636.07434,8016.445595,8094.390167,8817.045608,9905.406383,10143.86022,10408.71955,12617.5051,12720.21632
Cote d'Ivoire,147.2778338,160.6527172,161.390234,183.1001575,213.1416085,204.7170592,219.2378316,222.9755139,253.7137395,259.0526532,265.7403582,277.0004113,309.2651081,400.8745244,468.8026281,568.1135072,652.702808,844.8156259,1025.933653,1143.385842,1225.415513,978.0747677,845.6649778,736.7106159,711.0852573,700.2808237,888.3413756,945.9986255,928.6417264,851.2133952,906.4115132,848.2820276,868.7255417,829.4824768,602.33197,769.2556836,1220.121444,1176.851967,1237.131417,1154.479067,986.7773528,974.779985,1020.950492,1173.063882,1267.764823,1267.087311,1303.564967,1451.232531,1683.337505,1638.804684,1654.177959,1701.704641,1649.301615,1903.054229,2124.01943,1941.581898,1999.195372,2113.341525,2295.540335,2290.787379,2349.069882,2613.378893,2486.412194
Cameroon,120.0181938,125.5255859,130.895301,132.3481141,139.7805908,143.0704677,145.9989458,156.6797705,170.7455955,175.0733172,178.4061667,186.6419299,220.0248081,271.6785433,299.8619028,386.2209432,381.426602,435.3905627,581.8907071,718.0313338,783.4101454,748.7713983,730.7688952,743.4740688,768.9839825,871.5411186,1172.490248,1250.697604,1137.225182,993.0873595,1077.333545,1005.304363,995.3144925,1295.916464,692.8587335,822.3632126,817.1840942,773.9271467,789.274292,786.8458881,700.1632362,706.9842175,780.2705532,976.5193035,1119.980862,1129.357979,1177.968605,1311.002964,1476.009079,1445.860249,1383.813865,1497.926585,1433.723928,1559.139049,1631.713985,1399.675336,1426.065481,1479.862222,1594.06011,1538.687912,1539.130545,1654.257037,1563.48894
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,316.6358841,194.1344262,253.5208804,219.3351243,272.8094683,253.3187636,259.237092,,230.8757768,272.0507931,140.2119333,130.3757303,130.8165421,135.8888891,135.4773904,99.75725083,392.6263338,148.4471235,168.9448053,167.9815754,187.856781,211.5726297,247.5419356,277.6120796,317.8892101,290.1556751,324.8277261,376.3749811,412.7762605,444.8643576,472.2662357,482.0645686,456.0279506,451.0890885,546.2125932,575.8827814,524.6666862,576.9747294,653.6562231
"Congo, Rep.",124.7823589,139.9957532,149.7024669,150.7381679,158.1355932,164.2505326,177.6110943,185.711648,190.8986633,195.5006505,196.8238117,223.6753157,276.4939423,353.7525807,370.4183021,472.0820711,453.0692003,448.5010848,502.9580194,670.3599155,932.508546,1065.741616,1130.258493,1074.505323,1095.837852,1047.667839,870.2999734,1049.84783,981.893651,1030.362506,1173.264436,1110.972104,1163.534935,1034.753194,662.8773341,771.6139457,902.0457464,807.8918994,663.7287028,780.5897055,1029.960689,859.4400125,910.8697108,1023.088496,1314.411281,1810.588942,2116.868943,2219.912307,2848.653163,2283.949872,2962.762481,3415.062374,3753.860928,3719.651036,3623.80746,2455.34791,2107.503024,2227.720139,2715.243105,2508.944783,2011.269479,2540.473212,2649.225022
Colombia,256.9628473,280.5791374,296.8938047,280.9934943,336.7220688,315.2123295,288.5758901,301.1363825,299.9226051,316.3050073,344.3325998,365.3459511,395.9876223,460.6007113,540.2261889,559.6814415,641.5507204,796.5561923,930.4062021,1092.304564,1275.996593,1358.485452,1421.921688,1381.120048,1333.370911,1189.869402,1166.300797,1188.551777,1254.531546,1238.603367,1467.547436,1491.856728,1720.568558,1920.398966,2314.90099,2571.46819,2652.103881,2860.04094,2595.543011,2236.072926,2546.850214,2465.007012,2421.162104,2305.170507,2811.459451,3448.538323,3782.603496,4762.083068,5534.689447,5245.951584,6392.758026,7392.9436,8096.80151,8263.641929,8167.472842,6228.651622,5936.261022,6449.970987,6782.03792,6436.509215,5304.289129,6182.707099,6624.165393
Comoros,,,,,,,,,,,,,,,,,,,,,646.3605345,580.9410199,530.2043595,538.0568569,505.1009277,523.6951852,723.1827601,850.4331274,873.6247033,813.8460197,996.5280531,958.9211501,1009.710262,977.4743806,674.1373079,823.6766103,801.26122,721.6273006,717.3181317,726.4888885,654.1804308,691.041978,761.9478882,959.2289876,1090.427169,1103.195417,1155.085675,1289.79485,1454.650909,1409.106673,1384.063284,1526.832638,1483.951559,1595.989819,1608.687875,1322.936775,1357.266229,1414.586689,1531.337811,1510.797323,1519.58678,1577.470841,1484.892465
Cabo Verde,,,,,,,,,,,,,,,,,,,,,448.3971307,433.6239611,430.9607439,418.3936829,393.53104,405.23313,553.7822458,674.6226599,748.2543825,746.7501645,841.8050176,858.0870372,935.1061412,1251.866347,1012.263391,1184.176735,1192.329985,1139.217697,1185.58374,1317.573685,1176.707258,1208.457609,1311.214581,1693.978552,1900.888465,1972.784926,2220.098175,3268.305696,3839.863636,3592.315879,3500.977468,3880.069205,3583.461725,3757.659953,3739.278279,3169.078901,3312.696745,3534.343575,3860.454808,3903.050317,3126.399859,3398.165376,3754.304794
Costa Rica,376.9687856,351.2010859,331.1462142,341.5761929,349.9013435,369.9805597,391.211288,409.9831184,440.6006687,472.6718324,530.7063376,565.2875631,633.19966,762.0825583,809.6960522,928.5050859,1113.036426,1380.475197,1541.069635,1717.784647,2001.176738,1057.416332,1021.892737,1199.898659,1357.643297,1414.128192,1551.691775,1549.941803,1537.461223,1705.431654,1808.495959,2221.474653,2578.025038,2814.044541,3005.540317,3240.711145,3194.112988,3373.410585,3580.933885,3653.754208,3773.033793,3941.598643,4021.425361,4123.506487,4376.080428,4643.45857,5188.361792,6055.086779,6841.91146,6737.860751,8147.243985,9137.455101,9971.651656,10633.26655,10737.67888,11529.95517,11899.81398,12118.13362,12383.14995,12669.34115,12179.25667,12604.04884,13365.3564
Caribbean small states,446.7237544,475.1961414,493.290791,515.4295095,546.4519683,578.9532629,618.5080894,654.1272953,640.5624615,687.9295522,746.0285196,799.6733239,911.4517426,985.635937,1266.201639,1463.421499,1490.404507,1712.863803,1736.624717,1974.780477,2434.179142,2656.804488,2915.116467,2921.933676,2762.383489,2707.098883,2449.999878,2613.338945,2752.320305,2802.623186,2995.33736,2955.432599,2885.115868,3097.128722,3226.472083,3523.821454,3809.055271,4419.099892,4682.954669,4928.363113,5249.445256,5369.247282,5595.375998,5939.335621,6453.849871,7249.387121,8193.45371,9053.713355,10223.19683,8592.666277,9271.400098,9967.736396,10464.82698,10560.26139,10730.90339,10484.86996,9805.586748,10101.69834,10378.90576,10405.80321,8846.494092,10174.38409,12639.70462
Cuba,,,,,,,,,,,641.8533072,766.1069507,887.2171977,1074.18706,1211.71041,1369.245073,1436.285607,1468.709342,1833.990853,2003.582846,2030.041049,2046.010188,2114.620716,2223.920891,2388.285775,2258.389142,2366.921203,2441.575942,2633.847388,2567.017064,2695.614865,2269.645578,2048.068839,2063.222123,2613.005039,2784.902605,2281.97555,2306.38394,2332.508217,2562.274105,2752.203783,2844.244437,3007.193074,3205.688398,3403.296163,3791.873006,4336.87333,4814.854876,4992.824494,5094.437562,5275.532601,6106.006792,6467.337914,6814.243844,7117.535735,7683.740254,8055.925868,8543.330067,8831.910409,9139.38051,9499.572504,,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19426.3264,19809.82232,19721.29218,19623.03007,19361.81296,18944.09628,18938.2441,19119.12449,19220.68658,16356.09333,17979.99829,20501.75228
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87184.51214,89960.68373,89704.22361,81398.32263,76873.19428,75435.61422,75466.13655,75685.35737,76610.64846,77295.84529,78858.28026,81255.11246,85231.77425,89846.32122,83897.50544,88475.60047,99624.88544
Cyprus,,,,,,,,,,,,,,,,976.3342285,1157.411621,1476.271484,1929.403564,2559.259766,4232.022949,4033.240479,4122.784668,4091.048584,4258.743652,4488.287109,5642.631348,6690.578125,7645.629883,8038.914063,9641.575195,9696.099609,11310.07227,10526.1416,11617.69238,15261.41016,15139.22656,14234.24414,15092.82617,15287.91895,14388.34766,14821.44727,16093.21484,20252.23828,23792.62109,24959.25977,26729.32422,31244.92578,35397.36328,32109.24219,31023.26758,32395.75391,28910.74609,27727.53516,27162.32227,23408.44141,24605.34961,26608.69531,29335.04688,29420,28281.42578,32745.84375,32048.24023
Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941.503094,2896.609131,3372.86543,3956.17835,4630.551217,5824.121291,6532.837055,6034.488437,6489.703619,6337.41912,6029.038193,6637.041657,8060.868703,9818.568493,11749.85266,13430.6699,15261.79759,18466.54793,22804.57768,19861.69743,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23424.48046,23664.84786,22992.87938,26822.51419,27226.61564
Germany,,,,,,,,,,,2761.166833,3192.133616,3809.981445,5046.755103,5639.077621,6236.358881,6634.856899,7682.953775,9482.04285,11281.02332,12138.3081,10209.07312,9913.737642,9864.34494,9313.169412,9429.569217,13461.831,16677.51079,17931.28232,17764.37645,22303.96133,23357.75773,26438.23039,25522.62957,27076.60675,31658.34938,30485.86655,26964.04947,27289.05936,26734.94254,23694.76048,23628.32721,25197.2656,30310.3576,34106.65812,34520.23965,36353.88033,41640.08087,45612.71062,41650.36783,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,47939.27829,46805.13843,46749.47623,51426.75037,48717.99114
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,850.9654836,,825.5468795,820.5767723,785.2944654,783.6958542,735.7303869,767.1062359,762.4751841,788.6244733,790.5161067,766.315697,752.7494467,740.0389531,745.2067822,742.8656972,747.7791229,749.0816325,771.3742316,813.8979436,852.8901883,907.8179438,980.0310324,1131.635726,1164.251683,1227.820853,1322.726251,1418.460858,2102.197948,2239.114538,2409.311902,2545.738799,2655.73322,2755.838293,2876.043664,2921.738706,3062.551482,3136.112768
Dominica,,,,,,,,,,,,,,,,,,635.8701922,788.2421639,756.0707851,997.6246723,1125.80748,1232.720743,1365.249159,1517.419244,1668.974984,1897.942267,2144.796555,2430.589145,2645.762672,2899.060601,3178.475332,3386.665981,3549.652676,3820.545017,3967.026809,4225.850637,4385.994541,4676.827165,4829.241889,4879.149773,4991.764173,4881.138793,5016.088237,5354.799195,5304.126097,5677.051175,6126.849496,6661.465047,7109.978253,7182.400203,7288.497948,7054.875977,7240.679119,7502.12091,7724.042411,8223.04145,7408.091301,7833.195013,8561.587011,7003.469891,7668.158132,8351.193213
Denmark,,,,,,,2487.136181,2700.74629,2776.13539,3151.133161,3464.455156,3845.506089,4654.298936,6119.370222,6770.750027,7999.112667,8787.589722,9783.852022,11826.01861,13751.99895,13883.88714,12081.80105,11804.43289,11857.89214,11562.91908,12253.10021,17201.08881,21340.72786,22527.04673,21901.05475,26891.44645,27011.37746,29569.66036,27597.97523,29995.57962,35351.36546,35650.71409,32835.93994,33368.14242,33440.79481,30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61591.92887,59592.98069,60836.59241,69268.6518,67790.05399
Dominican Republic,203.8797509,191.9074408,234.0419248,258.7602227,273.32472,229.5596054,246.7714549,251.8425784,255.0535031,282.6815997,331.8907091,362.2951315,420.6314721,483.346021,587.6572888,704.8336683,754.7774557,854.9928668,861.5138033,977.4143136,1174.693353,1284.789552,1374.468639,1499.964293,1845.560023,786.0297222,934.0593513,870.6550929,786.3823823,957.9600927,992.2389642,1349.813234,1562.522047,1726.625479,1896.020163,2114.0906,2276.69841,2456.105936,2616.745452,2631.743565,2845.846553,2953.247844,3085.517811,2399.498091,2468.43679,3903.815207,4080.045739,4676.079051,5053.330285,5002.15317,5509.568034,5859.381524,6049.471587,6171.295127,6533.670911,6838.936746,7191.069703,7513.497982,7947.159331,8173.344699,7167.914974,8476.749639,10111.24571
Algeria,239.0330058,209.9171776,169.9270133,225.8233914,238.8778049,253.309059,241.0025717,261.3662339,292.028984,315.5620944,352.5338404,359.8217989,468.6192555,588.9072579,871.731462,989.3931629,1074.405245,1223.991985,1495.209103,1829.897156,2259.724366,2291.756101,2260.347524,2359.593264,2510.036833,2617.725449,2783.431023,2829.879274,2437.377923,2235.268122,2431.55136,1749.286087,1794.623507,1825.875097,1522.825203,1466.54468,1619.532412,1634.46741,1610.302978,1602.864915,1780.376063,1754.582361,1794.811114,2117.048229,2624.795232,3131.32819,3500.134594,3971.803488,4946.564017,3898.478788,4495.921476,5473.281826,5610.733282,5519.777576,5516.22944,4197.419985,3967.200647,4134.936087,4171.790388,4021.983266,3354.153164,3700.314697,4342.637968
East Asia & Pacific (excluding high income),90.36943935,79.7539071,71.8806888,75.82273143,85.41841804,97.08869269,103.3422641,97.87541858,96.5013718,105.4223665,113.9242007,119.2817629,131.9804107,162.2540693,179.7984909,197.9954199,197.8596192,224.5850173,269.0017745,311.022669,366.0657753,362.7946974,360.1460625,364.6472878,370.0149928,357.7053515,350.4115089,376.2984286,433.1493617,464.170907,437.6656247,463.3566263,531.9754683,637.1631125,632.6266304,770.3342807,873.7499295,892.8610772,805.3157888,877.2349031,955.5730041,1007.182303,1104.863858,1239.931728,1425.996654,1638.497931,1957.902518,2456.497244,3085.009824,3320.357065,4012.172398,4863.69578,5376.652825,5881.992431,6292.357183,6500.07275,6592.555408,7151.338608,7944.814368,8172.023756,8262.990946,9813.002261,9954.276857
Early-demographic dividend,138.8898244,143.8976828,144.1913429,157.8821656,171.0095726,179.2235374,170.9662463,181.5793695,192.6665418,208.0973569,216.2865778,228.483675,245.6746937,300.4757276,411.195736,451.6212973,487.2459189,534.0159395,586.3652764,696.3788311,852.8787712,932.6310911,857.7411769,832.3465663,825.7106587,806.1364512,795.2898084,788.2988705,801.4408539,797.8691716,913.9362456,945.9714695,1018.173237,1111.867155,1146.678906,1142.157867,1216.161706,1273.573055,1236.139306,1282.763224,1376.474839,1341.120206,1281.869412,1400.995368,1601.383201,1834.302136,2062.451644,2401.724807,2665.453435,2527.253484,3015.332652,3274.592048,3375.021425,3373.558109,3440.554275,3227.845551,3278.241801,3498.575677,3493.678564,3521.644206,3242.515083,3727.933835,4104.085948
East Asia & Pacific,148.1128492,148.4183688,149.4371902,162.6975481,182.354077,198.3316968,216.0586664,228.6699576,245.9511667,276.0790779,320.8818742,346.9501402,420.8266847,542.5374058,612.0530002,657.6512242,711.38035,834.868582,1084.975822,1166.675779,1256.776368,1343.433742,1286.623424,1342.185285,1399.297933,1420.47601,1829.176106,2144.754888,2554.393265,2623.915762,2653.728563,2950.711228,3200.568861,3587.955564,3861.411229,4331.873951,4124.921264,3897.682578,3450.849038,3816.42507,4090.205734,3769.366034,3796.963533,4142.70425,4610.316676,4882.171443,5136.277377,5697.906607,6523.257863,6664.918385,7726.909712,8893.522785,9436.836164,9468.669123,9695.923458,9586.061906,9856.581539,10454.52433,11312.90436,11484.41727,11487.31134,13138.72467,12930.69168
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387.258912,2283.281001,2429.31006,2358.899392,2159.666519,2136.696688,1829.884015,1955.886653,1973.000511,2056.348853,1903.688861,1597.093112,1788.405047,1766.924416,2024.520453,2552.669444,3380.645015,4272.29492,5231.248434,6719.059342,8294.111109,6468.612409,7790.257411,9624.482205,10211.12023,10762.52806,9914.029044,7486.327414,7075.874655,7900.555316,8025.155608,8153.193434,7477.878431,8912.814076,10379.77294
Europe & Central Asia,,,,,,,1036.588546,1105.763551,1146.219123,1256.812087,1381.37018,1544.667293,1836.236875,2314.030938,2594.475178,3011.716853,3106.713623,3496.473678,4239.617673,5150.461493,5793.720369,5123.114905,4907.102463,4733.518534,4522.094543,4651.534229,6309.473386,7747.37868,8567.204252,8628.32035,10503.67678,10786.77972,11524.27236,10557.74316,11010.46357,12689.99175,12926.91247,12239.03584,12539.17404,12387.81599,11666.7625,11770.0946,12864.99675,15598.21344,18127.11536,19224.01045,20748.23554,24164.77255,26486.3676,23197.37733,23635.81009,26146.8901,25096.86442,26100.94614,26348.26949,22588.58857,22411.24208,23688.05766,25276.81944,24892.39355,24021.79603,27420.81343,27536.81293
Ecuador,448.1147974,369.1146735,310.4449417,362.3803805,432.9584364,447.2344794,442.0331668,451.2891299,443.2422308,518.950563,463.7724284,433.6708481,487.6287894,579.0919066,954.8747785,1088.081526,1244.727084,1468.873677,1545.82313,1789.23052,2197.867369,2611.253278,2324.829121,1950.059651,1874.381963,1853.091863,1613.696898,1433.332092,1309.143369,1360.486975,1458.326346,1589.752174,1657.85872,1701.159459,2001.178159,2113.263652,2142.328641,2349.218685,2293.655828,1582.758607,1451.530885,1904.81367,2184.209244,2438.343684,2703.565671,3014.310009,3340.840903,3579.032244,4260.433184,4240.702593,4640.246344,5202.656459,5678.455721,6050.354611,6374.631486,6130.586676,6079.088736,6246.404252,6321.349401,6233.258167,5645.19929,5965.132871,6391.282484
"Egypt, Arab Rep.",,,,,,160.5747365,166.9561122,172.9638574,178.657108,191.918574,231.2174024,242.1332786,255.971414,272.0453531,243.3132672,299.9871999,335.8463339,354.8976152,356.2506611,422.696046,495.3285356,493.0131759,600.0430521,653.9354412,697.8979337,780.5105282,802.2179694,765.6057309,644.2196325,712.914876,751.1874902,637.8975973,697.7260405,758.8296192,826.7189671,937.5431501,1031.488078,1170.804798,1239.353562,1297.57469,1398.859831,1327.096518,1144.532398,1056.937209,1016.253884,1133.105461,1332.33941,1586.472921,1941.899973,2212.218148,2509.772034,2645.622535,3059.135428,3088.890834,3196.861381,3370.382447,3331.612461,2439.967284,2531.200079,3017.258336,3571.556907,3886.722498,4295.407496
Euro area,911.6130495,992.8330334,1093.466582,1216.407978,1341.280547,1453.192743,1572.322737,1695.942382,1808.096908,2004.364838,2210.865018,2491.738848,2989.717154,3856.793485,4349.56172,5018.237342,5214.310277,5907.192132,7203.375395,8689.056305,9688.488731,8386.597071,8096.326094,7882.223459,7548.160122,7740.032239,10836.14549,13366.53931,14652.49164,14904.56466,18673.8082,19320.83936,21227.10334,19344.03928,20357.71244,23424.45776,23649.13592,21578.06505,22146.8355,21983.73789,20005.4377,20251.30728,22002.82943,26945.25391,30728.99604,31669.98636,33508.19132,38396.2686,42016.47449,38272.74333,37303.16163,40329.09106,37290.42689,38805.90558,39593.96215,34117.72416,34888.74169,36877.96222,39753.12491,38902.82478,37914.8578,42527.84271,40787.5643
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.3413094,236.1301243,260.3125149,267.9446811,306.3222582,299.5731251,320.9652833,292.3510431,295.196924,305.6027588,286.2977154,327.9760208,401.3745252,387.8985404,420.5287398,450.4097137,459.1784027,602.0632238,504.9724602,643.7900423,,,,,,,,,,,
Spain,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1212.289326,1362.165524,1708.808629,2247.553377,2749.924663,3209.837445,3279.312671,3627.590663,4356.43922,5770.214614,6208.578019,5371.166436,5159.708645,4478.500286,4489.988939,4699.655764,6513.503286,8239.613802,9703.123838,10681.9712,13804.87679,14811.90282,16112.18892,13339.90856,13415.287,15471.96272,16109.0844,14730.79718,15394.35146,15720.6405,14749.68742,15369.00116,17106.68658,21510.83625,24907.00085,26429.15094,28389.07858,32591.35031,35510.72223,32169.50285,30532.48051,31677.90031,28322.94659,29077.18206,29513.65118,25754.36103,26537.15949,28185.32137,30379.72111,29581.51855,26984.29628,30488.82095,29674.54429
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134.389753,3380.926302,3682.952301,4093.392477,4140.936602,4070.609024,4505.858332,5341.628947,7203.523038,8914.103557,10412.64431,12639.40007,16744.58445,18204.96648,14711.73527,14663.04461,17487.80478,17403.20533,19056.00192,20261.06673,17402.03761,18295.34293,20437.76538,23165.84948,23424.48471,23595.24368,27943.70122,28247.09599
Ethiopia,,,,,,,,,,,,,,,,,,,,,,204.4985927,207.1210765,224.0839262,206.5230999,235.3385474,237.5715224,245.6676284,245.0810842,248.4326848,254.2952546,269.6147631,201.7435026,164.1650535,124.5581496,133.3411006,144.0316487,140.2702224,123.8302164,118.3331279,122.9616597,119.2618573,110.4608747,117.8601647,134.5424863,160.0767918,191.7512925,240.347972,320.8610897,373.8939587,335.4384953,348.0013483,458.5509208,490.7924784,557.5341484,630.3126194,705.6175085,755.7526443,758.2976945,840.4496013,918.6525941,925.0006976,1027.585911
European Union,,,,,,,,,,,1879.956957,2114.105355,2533.807008,3258.716707,3667.842929,4247.118417,4422.50138,4984.863341,6045.025488,7274.66353,8100.238429,7032.616046,6759.204504,6558.669714,6304.856819,6469.4245,9021.256895,11126.7369,12176.27315,12396.09833,15459.50004,15971.55257,17510.23467,15933.07426,16835.47246,19464.09181,19749.86444,18088.60475,18615.77394,18482.61779,16947.75559,17198.04222,18759.69802,22967.93241,26307.19803,27341.73086,29089.71015,33587.35453,37044.03814,33480.55364,32965.58296,35767.08274,33169.1181,34564.58255,35282.0273,30487.15617,31174.03387,33090.6344,35751.57258,35079.5343,34356.57462,38721.07794,37433.27845
Fragile and conflict affected situations,,,,,,,,,153.2337116,163.6553212,201.5854894,196.9105289,221.4849242,264.0770739,394.0226751,432.7139879,507.6837999,536.7058947,578.1199158,725.8854804,908.1693792,1269.574974,1183.073386,986.4912554,878.2982003,867.8121025,826.3673936,831.5383793,852.9654911,822.4300446,1160.686307,810.8854197,720.0612275,718.2944828,724.9493489,857.9917454,915.4532408,1000.504428,1006.953685,760.4135793,862.3774539,838.2858204,804.5110767,825.8508095,1013.492076,1243.407163,1504.994518,1792.331015,2220.917223,2002.368231,2315.19272,2118.066951,2310.811136,2338.7183,2428.073361,1890.48128,1742.893121,1805.793771,1852.318463,1919.783251,1700.985671,1779.313291,1870.337198
Finland,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2465.644819,2716.190092,3177.645701,4173.173047,5297.607817,6255.544641,6739.690713,7069.105738,7628.815714,9332.245264,11223.93756,10926.81797,10938.12206,10497.48,10833.86629,11398.10595,14951.04679,18571.05993,22047.79332,23973.23948,28364.64508,25484.73929,22319.05946,17608.81239,20301.33309,26271.59981,25783.45049,24691.87281,26009.26949,26186.19001,24345.91482,24967.79252,26997.75299,32927.68029,37772.17811,39054.85044,41222.602,48476.39273,53772.79424,47481.48454,46505.30318,51148.93164,47708.06128,49892.22336,50327.24029,42801.90812,43814.02651,46412.13648,49987.62616,48629.85823,49169.71934,53504.69365,50871.93045
Fiji,279.5344978,282.2151739,287.3693519,293.2920888,307.6195843,313.6068528,312.2243759,328.7815707,329.9602101,352.4158291,416.7253857,460.5006091,577.927078,764.3877503,986.3871498,1188.394722,1183.996792,1200.592312,1351.455384,1621.49458,1865.734408,1870.376414,1763.83774,1619.227977,1657.845953,1568.7012,1737.364089,1560.654875,1452.18876,1530.547617,1713.180631,1763.285964,1947.503986,2073.118846,2308.706584,2486.98193,2672.43577,2597.929256,2031.025013,2351.722429,2015.857496,1964.130204,2157.076596,2680.270749,3124.607389,3406.475592,3483.597185,3793.097385,3928.921739,3184.689123,3469.149643,4160.721193,4359.7924,4586.955211,5305.064432,5105.189612,5368.433492,5825.199665,6073.394579,5927.724208,4815.689148,4656.051341,5356.164396
France,1333.881573,1430.434624,1585.735311,1758.856659,1928.999402,2060.299715,2209.000173,2363.669669,2553.975843,2767.615431,2870.15751,3180.33744,3865.9254,4984.196684,5345.921568,6717.439489,6899.069578,7566.662559,9299.77405,11213.02362,12738.52005,11116.86106,10501.60913,9998.975219,9430.069648,9778.085305,13566.66077,16340.72597,17727.51083,17747.5816,21865.55525,21675.70609,23814.22737,22380.3319,23496.36768,26889.42506,26870.28524,24226.88469,24971.57449,24678.39106,22416.42542,22449.33969,24288.27002,29627.92426,33797.16244,34768.1759,36470.21284,41557.62356,45515.96175,41737.76355,40676.06479,43846.46608,40870.85236,42602.71797,43068.54872,36652.92231,37062.53357,38781.04949,41557.85486,40494.89829,39179.74426,43671.30841,40886.25327
Faroe Islands,,,,,,1594.52271,1748.734042,1778.627157,1732.305784,1844.378382,2210.884354,2553.178839,3036.227809,4056.67151,4896.142499,5597.509871,6588.160604,8384.520736,9480.115212,10553.06292,11451.06843,10461.21384,10054.51262,10893.57558,9438.548016,10078.05334,14972.81713,19074.13607,20626.01327,18360.39904,20236.42893,19424.337,19838.5048,16874.16156,17192.88434,20577.66716,22419.16069,20985.79803,24623.74312,24947.12358,23370.77378,25089.59265,27238.02553,31691.88008,35940.96086,36440.3222,41762.68985,48365.73506,51431.9731,47410.95563,48167.66751,51786.48099,50157.05879,55560.13303,60126.12564,52726.68738,56833.91654,59328.23766,62576.80164,63203.74478,62234.96868,69108.20658,66979.27732
