Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,1280.77159,,,1241.302256,1256.933599,1312.811227,1396.751932,1492.855187,1654.933434,1730.924358,1871.168537,1860.460843,2008.332427,1972.601887,1859.270424,1964.643736,1973.66392,2088.209544,2152.52528,2165.48682,2195.187156,2155.78169,2256.011357,2298.636458,2344.403462,2420.749006,2598.403604,2760.01134,2885.441249,3023.585446,2920.700863,2928.448782,2891.322103,3022.653627,3320.354976,3623.329337,3734.994927,3639.412699,3588.759933,3713.955362
Gabon,275.5853388,322.7971231,347.6845374,290.0536322,399.5329184,413.6252217,442.3763671,481.0885203,513.3593398,544.1489314,542.2083275,626.0315808,691.8141868,1137.721319,2379.663506,3252.619984,4434.341164,4042.630231,3355.374011,4149.960175,5713.207359,5023.083663,4582.163847,4181.092459,4273.312832,3899.573788,3866.276881,3626.230965,4121.065808,4376.761185,6055.060247,5349.452012,5390.536787,4109.898799,3832.093262,4419.790339,4948.752872,4514.994088,3705.818089,3758.161936,3991.157151,3844.561349,3976.646796,4724.254798,5483.144575,6570.963265,6873.453983,8036.919956,9732.226533,7325.909513,8399.597348,10273.79844,9348.514876,9250.081115,9255.368035,7090.454634,6722.198223,6975.695192,7694.906051,7523.862281,6680.082665,8635.797144,8820.347337
United Kingdom,1397.594803,1472.385714,1525.775853,1613.456884,1748.288118,1873.567774,1986.747159,2058.781882,1951.758596,2100.667869,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23168.95296,24406.4003,26766.00562,28274.50451,28762.09136,28280.92679,27906.5695,30077.74143,34442.68754,40366.88867,42104.78844,44512.45903,50397.6855,47396.12021,38744.13169,39598.95712,42109.64188,42497.3405,43426.29814,47439.61659,44964.39114,40985.23514,40572.12148,43203.81411,42662.53537,40217.00901,46869.75906,46125.25575
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561.849229,1323.435141,765.3637017,550.0400079,519.8575812,578.3446099,689.0594414,807.0322858,851.5155425,673.5377829,749.908535,801.9838371,853.5261719,1010.031516,1305.047486,1642.783594,1996.020133,2635.366503,3324.753721,2822.689397,3233.219752,4021.75523,4421.930712,4623.884714,4739.276913,4014.111651,4062.126978,4356.928016,4722.042423,4696.150586,4255.742993,5023.274384,6674.95696
Ghana,177.0877365,184.2528923,190.9221519,207.7293237,227.853457,263.7788717,266.5984222,212.8552707,197.9848626,227.3230206,249.9133518,266.4636046,225.9825113,313.1723309,291.8052289,275.2348892,263.1318545,294.6219343,328.0840926,349.1091855,374.6427352,345.7345198,320.6994116,312.4795285,330.6939586,329.95096,410.5216132,354.6156384,354.2720462,348.9039649,381.2464191,416.7764291,395.0426355,358.6310116,319.6074403,370.688085,388.5332803,377.240426,399.7962011,402.4714032,253.3802932,263.1701414,297.0469704,357.8479826,405.4249018,477.6010928,904.1695278,1047.199428,1178.955877,1044.004989,1258.964197,1501.059171,1536.619635,2282.407501,1942.921869,1711.271317,1900.397674,1998.722666,2180.029684,2167.92544,2176.576218,2422.085913,2203.558935
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,351.7991601,350.733088,398.9001186,396.3434656,419.6868059,455.7405432,480.7562464,465.3777109,465.855218,494.5820719,503.5676763,482.4421848,448.9653323,423.4038008,359.28667,335.0142929,343.9345943,392.8798442,405.6960598,321.3386333,452.2761597,657.9934738,712.0994161,670.2612536,667.2816019,644.5025487,707.9676782,757.6922726,774.5690396,756.4255898,720.4732552,843.4642792,944.4172687,1043.899886,1073.659339,1189.175999,1515.167948
"Gambia, The",,,,,,,93.71870735,96.2521684,82.46014905,87.92934257,98.90867695,102.3827351,105.5396537,130.1979419,161.0276981,187.9230344,177.5469137,211.8206737,255.3339149,297.9373344,335.4965033,294.4994568,281.2162259,268.2987833,215.0112877,263.7119565,208.831455,238.7954769,277.5415725,284.1964941,304.707688,637.0910431,633.6805117,646.2682168,619.0439462,632.7711637,663.168901,610.1990297,619.5930395,583.4046656,544.6209611,464.6396362,379.8624179,310.9570684,596.6292865,618.9598135,615.9739283,725.0922849,857.8582399,772.1249338,796.6318292,705.4774953,686.5575577,647.3855346,561.6496346,611.6712191,640.6762653,632.0010242,683.3246328,722.8753563,704.0304628,772.1514505,808.2782815
Guinea-Bissau,,,,,,,,,,,133.0716892,132.1108915,147.164743,148.1661021,158.4014281,165.2212817,160.3194349,153.9955199,154.4284713,144.2772197,133.0834491,183.1240758,192.7764398,187.5041992,156.2596909,159.824654,142.4591233,187.2413443,174.3840611,222.4319992,250.5898464,258.7400731,221.2460248,224.1574222,216.2411595,227.3200154,237.0847195,231.0229499,174.3624778,186.0352265,301.495571,312.2535665,324.9699,362.9061593,394.995798,425.4718887,418.902079,480.4386022,583.2683059,543.5624692,542.2841012,683.534476,598.5726262,616.1599287,605.1225465,585.9570126,642.6663901,718.2457378,781.6443676,730.6114323,710.258133,795.118605,775.8289657
Equatorial Guinea,,,32.87596473,38.30178691,44.01032846,219.4784358,229.20764,234.5121409,214.1101585,210.8407014,209.2771169,208.1953466,214.2676503,272.4483372,324.0656348,368.1949693,375.5545288,383.1847212,,,179.2611236,123.6956486,140.2879187,131.9769824,140.5631766,164.1702366,192.328245,225.0550536,232.9418098,196.8377299,240.832676,229.5516195,268.6974828,261.5119028,186.6824,252.9752842,399.0281438,730.4487849,588.6416081,948.2295985,1527.056378,2031.419386,2395.845119,3146.518575,5337.614389,9502.858816,11140.19017,13776.90333,19849.71777,14398.77049,14905.51458,18659.41602,18756.42503,17644.5943,16804.92493,9788.983804,8035.307666,8410.39798,8719.18687,7317.390024,6198.942524,7406.084975,7182.265382
Greece,520.3227443,590.7800548,617.0577577,695.2286244,783.705881,899.2812389,997.4304675,1068.114556,1154.438531,1324.058989,1494.387984,1652.325956,1899.675784,2502.814745,2828.748559,3153.235776,3390.544976,3886.374451,4694.633782,5705.949371,5893.661893,5380.26762,5579.234615,5019.878771,4852.565667,4813.711205,5656.505332,6564.884427,7598.028005,7846.678122,9600.185235,10188.36978,11176.45842,10401.98301,11091.28385,12959.32429,13749.11511,13427.83251,13472.13761,13249.66332,12072.92936,12549.03689,14177.57216,18518.37884,21995.47794,22560.14729,24821.93675,28863.97329,32127.98319,29828.75602,26716.64883,25483.88256,21912.99829,21787.78776,21616.71001,18083.87791,17923.96681,18582.08934,19756.99046,19143.88762,17617.29151,20310.68248,20867.26909
Grenada,,,,,,,,,,,,,,,,,,742.1907752,921.8397292,1073.521789,1169.367311,1214.550407,1299.392856,1342.50947,1460.913798,1667.678722,1859.291751,2137.293309,2366.486015,2694.183285,2807.745444,3014.874886,3069.679775,3032.231462,3151.102165,3288.223318,3499.527349,3715.72059,4198.715561,4512.224618,4840.684064,4821.784995,4992.441407,5435.151806,5470.603315,6308.665042,6295.281172,6790.63408,7343.44527,6810.440318,6760.974884,6775.749278,6900.765076,7205.254765,7726.378262,8379.621847,8849.513535,9309.261296,9574.310271,9887.920742,8437.536782,9010.5128,9689.0827
Greenland,,,,,,,,,,,1498.276437,1874.295302,2196.71424,2860.280576,3432.706033,4257.875611,4844.656293,5713.962534,7235.516939,8480.762531,9483.102406,8544.09791,7813.651282,7988.177947,7198.707808,7760.834264,11271.33257,14554.35137,16397.95019,16813.74145,18326.9295,18315.31656,18768.82753,16797.35782,18124.09981,21665.82952,21422.46099,19145.61489,20496.57878,20170.32276,19004.00384,19275.43397,20652.8417,27459.87533,32023.68205,32489.72773,35458.2543,39780.94414,44366.78587,44918.84138,43988.52803,47186.876,45936.95628,47535.48838,50485.22441,44536.35497,48181.74535,50765.74947,54545.13586,53309.20359,54693.07668,57116.29577,
Guatemala,252.7561712,253.22729,261.1791338,280.0966364,279.9304645,278.8281385,283.1927246,287.9680471,310.6617452,322.4375294,349.0249756,355.0903711,367.1188811,438.5448512,527.4176968,594.6518036,696.2220153,854.6366434,925.1257445,1027.083696,1143.440402,1217.26402,1200.249234,1212.716559,1234.702641,1233.080944,892.2929065,850.2185121,915.3980653,955.1134609,845.3148767,1011.75899,1093.956561,1164.38167,1293.469973,1424.682543,1487.607658,1649.001602,1755.849582,1619.510736,1664.307748,1550.361747,1682.994501,1737.879287,1859.099299,2068.488206,2251.078784,2490.747828,2802.451582,2651.831744,2852.557593,3228.038278,3355.034777,3522.767429,3779.626205,3994.629085,4173.281349,4454.024509,4485.752135,4647.807541,4609.897258,5029.477555,5473.208564
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20878.05958,21844.11054,23590.88803,25621.84516,25735.5397,26686.81682,28277.43208,29335.27768,30011.21858,30087.71559,31642.14626,32318.8909,33483.94144,34522.37793,35052.80791,35663.02504,35902.7259,37752.63308,34780.86166,35904.86355,
Guyana,297.5860437,315.7500554,322.3195702,283.1594079,306.2699413,327.9498592,344.8307363,370.5966702,334.9677133,358.2313459,379.7175797,395.0811314,395.2677618,420.6909758,588.2526192,663.6243333,603.0630891,590.8760169,659.7372656,684.8964857,775.1459824,731.5215448,618.2348497,628.6625589,563.953167,586.9100459,656.6634824,464.3041261,545.5863801,504.4240975,530.8175214,468.3980223,501.4418045,607.7463433,721.6033895,826.9733705,936.0843257,991.9585514,948.2404227,916.5463808,938.893298,937.2979922,955.0302105,976.9932633,1036.019877,1085.784887,3138.082209,3609.908509,4011.386904,4213.816229,4589.872498,4960.004726,5461.390085,5576.250215,5495.377084,5668.429765,5905.380196,6220.978568,6094.909837,6477.296726,6863.074346,9994.645704,18199.47484
High income,1370.523015,1433.249685,1527.762594,1625.092062,1752.497761,1881.29292,2041.324746,2167.480257,2326.614514,2533.7631,2747.130717,3014.157927,3461.754522,4149.002093,4633.800892,5122.915594,5535.705463,6218.424138,7393.142238,8472.654727,9384.64634,9452.694688,9286.79267,9531.411698,9876.596372,10302.56136,12433.20335,14312.90137,16003.40653,16619.99882,18529.02271,19443.68036,20744.94167,20752.89674,22096.43928,24373.93345,24418.10781,23843.54768,23780.22187,24824.32613,25190.73706,24791.189,25689.02574,28617.31024,31667.14068,33272.17819,34885.34924,37889.29521,40039.58923,37223.1862,38768.18771,41688.73484,41480.86415,41752.36192,42412.12972,39811.48018,40428.17938,42077.843,44528.16874,44725.99509,43457.69824,48535.46582,49607.24655
"Hong Kong SAR, China",424.0565542,436.7544115,487.8211341,565.7278104,629.5915258,676.8055071,685.9266141,723.2392256,714.4829696,825.5234491,960.0319615,1106.469717,1384.734265,1893.181242,2144.614959,2252.126941,2850.01461,3429.420276,3923.971378,4569.48385,5700.432109,5991.284888,6133.7669,5595.260553,6208.226159,6542.973528,7434.999255,9071.390765,10609.74564,12097.74879,13485.63145,15465.92453,17976.46886,20395.56219,22502.53024,23497.39208,24818.30216,27330.09336,25808.86099,25091.6666,25756.77287,25230.37809,24665.83623,23977.17341,24928.10037,26649.63772,28224.09516,30593.95117,31515.52921,30697.53839,32550.13649,35142.48793,36730.7962,38403.77771,40315.37395,42432.16197,43734.19807,46160.42979,48537.56689,48359.0012,46109.22999,49764.79312,48983.62172
Honduras,161.4775594,166.4541985,176.0216519,180.8874864,195.7599341,211.6319564,222.2448528,234.7794718,246.5895687,247.2809463,259.8146512,254.9258047,271.6477104,299.5027411,329.8221384,347.8119872,404.2204303,485.1615113,872.3721296,967.6596884,1050.336302,1038.031037,1062.469765,1081.90693,1153.309541,1202.93756,1257.389759,1332.517655,1235.365479,1105.556187,974.2294838,894.5102094,924.9596767,896.2836897,821.2161476,919.9379933,872.5818384,933.7557079,1009.162705,990.297834,1079.605666,1118.940894,1119.424273,1142.81135,1201.247505,1289.823114,1409.579748,1559.886044,1713.418164,1762.34916,1874.271704,2053.959695,2107.345428,2064.550536,2164.42455,2257.225284,2295.53627,2403.306088,2457.686042,2519.366185,2354.121434,2771.722654,3040.173046
Heavily indebted poor countries (HIPC),92.70294821,95.69460423,98.19018751,103.0164801,109.742745,118.6106401,125.0339442,126.1955453,128.0340892,134.0903345,139.2473981,143.5345683,151.8181024,180.8026209,206.6460397,234.8747607,248.7084325,278.6130447,318.9525268,356.7379328,385.9761848,377.025954,357.8774569,340.5315396,345.3263331,325.2543461,369.5085188,391.7885943,410.1645647,406.1589374,458.0039735,486.6222191,352.6313068,353.275878,290.502733,329.5181123,348.0419878,353.0194645,362.4344809,354.2487464,373.8131453,353.7120701,371.681437,408.3828821,456.9108712,509.5786588,584.786538,681.8547199,788.8859594,776.7430431,833.650589,908.5080264,914.7282964,988.6051407,1021.156448,963.3180678,981.8316422,1055.404207,977.2375305,985.1304866,968.4658813,1047.075198,1109.014261
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4930.335309,5298.88508,5330.328893,5711.485704,5267.512207,4952.377753,5364.010241,6219.473213,8192.322633,9723.381024,10446.36149,11505.39984,13762.45626,15898.7999,14421.17148,13693.50003,14655.87439,13439.66456,13979.18556,14001.16034,12098.51203,12579.9227,13592.25452,15040.03692,15120.9029,14269.90885,17809.03239,18570.404
Haiti,70.02754831,68.19383662,69.6126735,71.53440098,77.51528763,82.64460444,84.75830976,83.27269324,81.51712685,85.24057338,70.75695408,76.115779,76.65155649,94.48014051,112.3908584,132.9675133,168.3152885,177.8795592,179.4547354,195.1801732,245.06453,256.8314938,250.8130754,270.7020096,296.7680033,321.7336406,363.6023107,314.549819,393.3698914,403.3282524,447.0962904,491.5844627,313.2387991,255.6859732,289.5461857,368.8470858,374.1693257,421.8416418,461.9714389,506.0002218,814.9979197,743.9112731,716.482616,575.5568301,679.2800543,771.5350027,824.3580519,979.5996409,1089.576355,1191.802935,1204.862055,1306.845319,1356.172777,1452.313548,1454.649175,1405.714786,1313.186095,1389.358623,1489.578406,1345.475055,1283.141228,1823.742224,1748.257132
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350.258323,3735.10582,3873.987723,4173.373024,4494.707624,4525.039103,4596.182622,4744.212264,4793.478522,4624.281657,5276.033189,6655.333009,8419.430871,10301.70339,11223.3993,11489.56087,13940.90928,15772.33008,13077.30547,13217.5046,14234.47158,12984.83657,13715.07036,14294.25842,12717.0386,13104.69955,14621.2396,16425.20503,16786.21364,16125.60941,18753.04695,18390.185
IBRD only,169.2803732,164.9479602,164.3397934,177.0195624,196.2902903,210.3225307,207.6827449,211.0273891,216.9777436,235.8227103,251.1031332,266.020592,292.6875093,360.8631412,437.5750057,473.3751697,498.7723792,555.7331874,631.1200723,752.9867324,902.4426462,937.8886194,886.4378092,891.5638549,899.4847393,881.6022573,883.9684205,910.3464751,971.2062411,963.987398,1057.114307,1005.617311,1051.546706,1153.819606,1186.389012,1319.208511,1420.503556,1486.205912,1427.051978,1372.445711,1475.668745,1477.642348,1482.761829,1647.159303,1940.61279,2294.135839,2692.21142,3309.984573,3930.831825,3772.612352,4541.138234,5320.923001,5596.079933,5839.26074,5971.514742,5536.382163,5523.361421,6043.460397,6373.970462,6460.501165,6177.526395,7284.449127,7682.790889
IDA & IBRD total,156.325863,153.8486935,154.1194831,164.7176195,180.9811307,194.0253891,193.3746898,196.325001,201.4541529,218.724903,235.6449939,246.2569066,267.8288,325.9310486,399.1479582,436.6015382,457.7198234,505.4868653,571.1653764,678.1835357,810.8131979,886.6020481,832.4591198,810.5788296,806.5750686,790.619387,790.8486798,815.5175459,859.6666839,851.9740144,934.2850871,897.1320835,921.903276,1004.43014,1031.993758,1152.192831,1244.61225,1297.779434,1252.541681,1175.233269,1265.392423,1262.195382,1269.117803,1405.000707,1647.936588,1938.081815,2268.253908,2766.525215,3273.575645,3137.027148,3747.609751,4325.484605,4533.253828,4727.351759,4836.871657,4486.333989,4463.080644,4847.680982,5084.854052,5140.641855,4901.569304,5718.690003,6007.370761
IDA total,92.30905252,96.466918,99.61690147,102.0615913,106.4456406,114.5555797,120.5318806,121.869647,123.7034143,133.5922535,153.7623737,148.8407352,150.9254566,168.6470105,221.1409295,259.4639655,264.391241,276.8737095,303.7356419,350.6536261,414.0516038,606.4596953,552.0926656,451.5614508,411.2321594,405.1901525,400.5908151,418.4100746,406.5655889,400.8255081,444.5972516,470.3045079,414.7786581,426.6137634,441.6757058,521.2537197,588.3919064,602.2736749,616.4842041,461.4920227,514.2586712,502.2820996,526.2229303,574.0776871,656.3234043,746.8130275,868.6043181,995.7924382,1159.634162,1119.202366,1262.434938,1248.549361,1286.776555,1367.051475,1443.622873,1379.210602,1362.461982,1395.049931,1412.711942,1434.100097,1373.087617,1461.411109,1534.023093
IDA blend,100.1992366,104.6574521,109.2068082,112.7137096,119.9043708,126.8709985,134.4464272,131.6550878,135.3753332,150.8347062,201.8992062,182.6873579,199.8273067,207.4580594,290.8342192,325.0842899,380.9975593,389.9014361,411.3537753,489.5257017,606.3242791,1125.168539,994.0930485,731.6675039,610.0185514,594.5246776,519.6632526,515.5000213,513.3092691,480.1567044,514.303301,537.4716616,505.4128355,524.6170211,568.5263899,779.2379439,920.3988161,941.2692104,960.2913256,502.2090418,603.7203389,586.6774852,629.0958894,692.3150524,820.2159478,948.866761,1150.615977,1303.57146,1492.799641,1357.036969,1553.523173,1734.112395,1885.398591,2008.21296,2135.840663,1987.567534,1820.08119,1753.270831,1877.776724,1876.654806,1722.41777,1844.32001,1933.556473
Indonesia,,,,,,,,53.33819572,64.83917995,74.3422146,79.41345543,78.86575683,90.51205917,130.4897437,201.6676706,232.1706348,277.0507928,332.2820539,364.2857905,355.2359509,489.1601965,563.7833645,580.8105955,510.4349865,522.7171469,514.4376435,472.7226387,440.3723781,479.8107166,527.8114772,582.6789677,629.1606798,678.977737,824.079149,907.4717857,1020.146681,1129.09271,1054.347358,459.1918631,663.5232299,770.8653516,739.0039465,888.9013897,1052.413199,1136.755211,1249.397694,1572.79794,1840.329927,2144.389544,2239.095265,3094.443079,3613.800888,3668.212083,3602.885517,3476.624854,3322.581679,3558.818852,3839.785075,3902.661676,4151.227554,3895.618152,4334.215983,4787.999308
IDA only,94.315873,98.6028593,101.1796691,103.1901492,106.2749298,115.6191379,121.0983764,124.9022136,125.8002078,133.225068,137.2304612,139.9741811,133.5401956,158.1830457,196.5706846,239.7602193,214.9982709,229.9612069,261.5195789,292.7646895,327.2817434,334.9877247,319.781589,308.0837696,313.0680959,311.4605511,343.9200835,373.3172347,355.7363738,363.7081284,412.6168556,439.8200186,370.8769481,379.067992,379.4207979,392.1287409,421.266863,431.1606017,442.4975097,443.1334214,470.7684644,461.1594672,475.6079154,515.8532969,574.9743636,646.2533121,727.5069907,841.9637818,993.2246814,1000.545387,1116.706559,1003.969986,984.9982971,1043.980982,1095.156168,1073.597435,1133.380809,1216.338371,1181.353141,1214.582592,1200.249071,1272.350348,1337.013175
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12802.12268,14212.16519,16223.65015,18753.04013,20991.6231,20693.83817,21716.94604,25230.07556,29877.95876,35872.72612,38184.33783,42662.60285,55072.17799,72304.9475,66175.22758,70625.16854,77838.39693,79326.383,83204.74717,91881.12836,84753.45673,82041.62105,83510.30375,89425.89139,87152.45302,79530.60548,,
India,83.03510182,85.96970419,90.27686893,101.315165,115.4876084,119.0824759,89.75758261,96.04632985,99.51683612,107.1821431,111.9683182,118.1605289,122.6124534,143.456125,163.2316156,157.929385,161.1372361,186.4190895,206.0737493,224.5754377,267.3905787,271.4261492,275.2660859,292.6446472,278.0954152,297.9992487,312.0598439,342.0719237,355.7384098,347.46203,368.7497594,303.850438,317.5587387,301.5007912,346.2273931,373.6282357,399.5773122,414.8986797,412.5093541,440.9614546,442.0347789,449.9111249,468.8444283,543.8437989,624.1050944,710.5093448,802.013742,1022.732467,993.5034053,1096.636136,1350.63447,1449.603301,1434.017987,1438.057005,1559.863779,1590.174331,1714.279537,1957.969813,1974.377731,2050.1638,1913.219733,2238.127142,2410.888021
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,685.6147124,739.2764064,797.0062884,852.1353017,965.1354227,1023.773726,1074.506506,1152.004952,1124.516636,1291.34992,1486.514527,1703.932183,2080.465147,2424.269047,2516.927686,2973.400123,2919.583087,3427.073436,4399.986805,5429.962001,6372.437775,5986.154109,6160.638293,5915.241772,5692.027386,6011.735546,8112.171363,9581.913086,10715.87028,11175.8166,14031.30257,14087.20744,15714.38475,14657.06155,15902.92968,19158.45648,20835.89771,22551.11391,24294.85477,26338.10775,26334.56721,28282.40988,32705.43456,41203.52958,47754.20232,50933.02161,54329.16186,61396.41746,61353.10656,52133.09062,48663.60044,52219.70573,48943.82065,51496.96169,55752.76498,62179.26427,62784.06569,70150.73702,79446.93911,80848.3019,85973.08849,102001.7982,103983.2913
"Iran, Islamic Rep.",196.3239271,201.3748733,207.6335339,211.9011178,224.6411171,251.2390399,267.3341026,289.108985,320.8586441,352.4526346,385.812266,469.0835554,569.6634544,874.1135953,1448.763707,1575.806074,2011.027287,2311.01543,2166.890348,2429.561772,2449.653401,2482.920485,2963.49806,3551.494647,3556.485029,3812.10637,4274.80524,2651.484868,2361.417198,2246.19174,2237.052261,,,1066.741938,1197.642146,1585.977937,1954.660752,1823.274514,1737.700033,1765.783643,1672.022876,1902.947639,1910.477134,2259.51632,2751.793042,3226.613971,3736.177793,4838.003556,5623.911681,5602.556282,6458.573956,8201.581678,8329.002067,6280.681867,5757.543333,4990.936795,5497.243233,5758.590728,3850.751253,3276.753265,2746.419483,4084.200305,4669.57138
Iraq,237.6845873,252.2451411,261.2193776,255.7192988,292.615691,,,,316.3561689,317.3833775,334.4412024,380.6375126,391.5222873,472.2500125,1024.336304,1158.457106,1479.649934,1599.824738,1853.574005,2857.559591,3850.258497,2688.725452,2929.448776,2731.724481,3052.499799,3073.860856,2926.91784,3420.54034,3690.071194,3774.206439,10216.56881,22.85037052,30.11431551,53.480235,197.1224266,615.5003718,482.1636186,929.8764466,894.3290943,1548.298284,1963.722839,1422.831339,1254.162045,809.845684,1314.762559,1740.66833,2253.547113,3099.59197,4504.508094,3686.402133,4430.426242,5736.898959,6437.503076,6612.902252,6215.986033,4416.942924,4305.202702,4725.193573,5601.467061,5621.181695,4251.337253,4770.835343,5937.195466
Iceland,1414.982269,1418.12587,1562.23073,1831.705656,2297.920643,2723.52095,3215.694178,3125.649492,2354.480027,2039.196295,2576.353444,3252.099178,4014.84273,5437.342525,7040.554044,6454.177152,7583.275298,9957.254434,11236.73574,12640.64081,14821.81509,15137.25384,13711.73627,11671.80923,11959.54001,12361.18704,16406.04795,22453.18823,24451.97332,22434.34677,25384.91502,26802.98952,27124.27454,23579.79536,24018.6314,26633.59138,27614.87703,27919.1855,31030.0536,32381.62524,32096.37226,28897.44394,32409.21615,39476.69785,47334.93065,56794.85016,57492.93425,69495.72674,56943.37045,41301.27322,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74452.18907,68452.23622,58848.41812,68710.2442,73466.77867
Israel,1229.174748,1436.384439,1094.635848,1257.811405,1375.892256,1429.314605,1513.883606,1468.123862,1647.877274,1852.392539,,,,,,,,,,,,,,,,,,,,,,,,,,18916.67362,20116.98187,20366.58291,20106.63075,19742.52039,21630.74761,20909.43036,19035.10241,19627.17549,20557.07863,21223.93559,22494.64209,25633.64322,30173.36159,28317.04084,31266.60532,34354.71612,33156.22832,36941.84236,38259.6811,36206.52222,37690.47395,41114.78171,42406.84543,44452.23256,44846.7916,52129.51596,54930.93881
Italy,804.4926233,887.3367446,990.2601522,1126.019337,1222.54454,1304.453817,1402.442354,1533.692877,1651.939377,1813.388126,2106.863959,2305.609751,2671.137314,3205.25204,3621.145822,4106.993868,4033.099354,4603.599701,5610.498099,6990.285807,8456.918974,7622.833328,7556.523437,7832.575387,7739.715284,7990.686566,11315.01518,14234.72864,15744.66126,16386.66221,20825.78422,21956.52977,23243.47453,18738.7639,19337.6309,20664.55227,23081.60468,21829.34582,22318.1373,22005.05454,20137.59122,20500.9544,22376.2979,27526.32246,31317.20079,32055.09208,33529.7266,37870.74751,40944.91242,37226.75719,36035.645,38649.63948,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,32406.72032,34622.16967,33673.75096,31922.91916,36449.25834,34776.42323
Jamaica,425.6537692,449.6118421,461.899099,485.1940815,520.4955311,556.4810591,620.0574972,641.141033,598.0762334,649.3128242,755.5953108,816.4077781,979.035956,979.745005,1202.666681,1428.01224,1461.474904,1581.434834,1271.111218,1150.990385,1254.657765,1374.942119,1497.311933,1620.96536,1048.350246,916.3226567,1189.422719,1406.961736,1625.757895,1855.988377,1919.795357,1702.501692,1452.188387,2212.256411,2194.911221,2621.18197,2919.147789,3287.746755,3410.42776,3423.008614,3447.303896,3502.213118,3683.893338,3557.200591,3819.284231,4200.388954,4435.571444,4738.449778,5056.258036,4452.120799,4835.791087,5259.931753,5365.242172,5143.722183,4991.561532,5077.550984,5022.700192,5273.149027,5594.493573,5626.170473,4897.26475,5183.581018,6047.216457
Jordan,,,,,,548.4901882,561.064605,499.083297,410.5822552,476.5864539,410.6397976,414.4419971,462.5092077,533.9913793,655.2278575,722.4888626,878.3534044,1045.556887,1257.649973,1530.051186,1763.741794,1900.563675,1945.370764,1956.704923,1888.69862,1814.870449,2223.089349,2241.093047,1988.311656,1274.972009,1195.225836,1184.947654,1373.413082,1375.547529,1457.703132,1509.040549,1503.143967,1530.703844,1633.280882,1646.192662,1673.358125,1738.383838,1816.406493,1889.437839,2062.69597,2216.945182,2478.291944,2643.168439,3416.123901,3618.892617,3914.701231,4152.493981,4386.461819,4477.618321,4255.894302,4064.25301,4003.404746,4073.116403,4146.407311,4159.653754,3998.673138,4152.757954,4311.000046
Japan,475.3190756,568.9077427,639.6407854,724.6937622,843.6168785,928.5188486,1068.55844,1239.318377,1451.337703,1684.659403,2100.74807,2321.390925,3031.438606,4061.01339,4448.319656,4775.899536,5310.431409,6472.787787,9012.136035,9301.14831,9668.746264,10583.12789,9779.974906,10652.01472,11207.45235,11809.46035,17451.83494,21141.7184,25499.88117,25265.94876,25801.39504,29428.4289,31992.79021,36345.24413,39933.51506,44197.6191,39150.03963,35638.23196,32423.75561,36610.16832,39169.35957,34406.18246,32820.79364,35387.03742,38298.98017,37812.89502,35991.546,35779.02454,39876.30397,41308.99684,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39751.1331,40415.95676,40040.76551,40058.53733,34017.27181
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.41964,1514.923094,1515.737659,1429.078177,1316.183629,1288.188519,1350.305008,1445.503237,1468.668672,1130.117532,1229.000961,1490.926755,1658.031142,2068.123523,2874.288483,3771.278957,5291.574004,6771.41662,8458.019475,7165.224778,9070.488253,11633.99858,12386.69927,13890.63397,12807.26305,10510.77032,7714.841844,9247.580679,9812.625431,9812.595526,9121.636409,10373.78979,11492.03194
